"General Election — November 2, 2004"
PATRICK LISA J. TOTAL
GRIMMETT (D) BILLY (R) VOTES
"============== =========== ======="
CLEVELAND 193 194 387
"GARVIN 3,493 2,956 6,449"
GRADY 26 34 60
"McCLAIN 2,711 5,259 7,970"
"STATE TOTAL: 6,423 8,443 14,866"
"STATE REPRESENTATIVE, DISTRICT 44"
"General Election — November 2, 2004"
BILL RICHARD E. Z.
NATIONS (D) STAWICKI (R) MILLION (I)
"============= ============== ============="
"CLEVELAND 8,680 5,352 634"
"STATE TOTAL: 8,680 5,352 634"
"","STATE REPRESENTATIVE, DISTRICT 45"
"","General Election — November 2, 2004"
"",M. ESTELLE THAD TOTAL
"",CASH (D) BALKMAN (R) VOTES
"",============ ============= =======
CLEVELAND,"7,028 9,132 16,160"
STATE TOTAL:,"7,028 9,132 16,160"
"","STATE REPRESENTATIVE, DISTRICT 46"
"","General Election — November 2, 2004"
"",DOTTIE DOUG TOTAL
"",CALDWELL (D) MILLER (R) VOTES
"==============",============ =======
CLEVELAND,"6,027 8,890 14,917"
McCLAIN,"1,165 2,228 3,393"
STATE TOTAL:,"7,192 11,118 18,310"
"","STATE REPRESENTATIVE, DISTRICT 47"
"","General Election — November 2, 2004"
"",ANGIE SUSAN TOTAL
"",JEFFRIES (D) WINCHESTER (R) VOTES
"==============",================ =======
CANADIAN,"1,321 3,762 5,083"
GRADY,"3,629 6,598 10,227"
STATE TOTAL:,"4,950 10,360 15,310"
"","STATE REPRESENTATIVE, DISTRICT 48"
"","General Election — November 2, 2004"
"",DARON GREG A. TOTAL
"",HENRY (D) PIATT (R) VOTES
"",=========== =========== =======
CARTER,"5,432 7,721 13,153"
STATE TOTAL:,"5,432 7,721 13,153"
"","STATE REPRESENTATIVE, DISTRICT 49"
"","General Election — November 2, 2004"
"",TERRY WANDA TOTAL
"",HYMAN (D) CRUSON (R) VOTES
"",=========== ============ =======
CARTER,"2,748 2,011 4,759"
LOVE,"2,613 1,040 3,653"
MARSHALL,"2,843 2,411 5,254"
STATE TOTAL:,"8,204 5,462 13,666"
"","STATE REPRESENTATIVE, DISTRICT 51"
"","General Election — November 2, 2004"
"",RAYMOND GENE COREY TOTAL
"",McCARTER (D) HOLLAND (R) VOTES
"",============== ============= =======
COTTON,"1,215 664 1,879"
GRADY,"1,496 2,262 3,758"
JEFFERSON,"1,905 617 2,522"
McCLAIN,"371 707 1,078"
STEPHENS,"3,054 1,905 4,959"
STATE TOTAL:,"8,041 6,155 14,196"
"","STATE REPRESENTATIVE, DISTRICT 52"
"","General Election — November 2, 2004"
"",DAVID B. GARY TOTAL
"",BRADDOCK (D) DAVIS (R) VOTES
"",============== =========== =======
GREER,297 330 627
JACKSON,"4,976 4,124 9,100"
KIOWA,"816 509 1,325"
STATE TOTAL:,"6,089 4,963 11,052"
"","STATE REPRESENTATIVE, DISTRICT 53"
"","General Election — November 2, 2004"
"",TROY RANDY TOTAL
"",GREEN (D) TERRILL (R) VOTES
"",=========== ============= =======
CLEVELAND,"5,076 11,380 16,456"
STATE TOTAL:,"5,076 11,380 16,456"
"","STATE REPRESENTATIVE, DISTRICT 54"
"","General Election — November 2, 2004"
"",KEVIN PAUL TOTAL
"",MOORE (D) WESSELHOFT (R) VOTES
"",=========== ================ =======
CLEVELAND,"6,336 8,686 15,022"
STATE TOTAL:,"6,336 8,686 15,022"
"","STATE REPRESENTATIVE, DISTRICT 55"
"","General Election — November 2, 2004"
"",RYAN JOHN TOTAL
"",McMULLEN (D) ENGLISH (R) VOTES
"",============== ============= =======
CADDO,"783 1,037 1,820"
CANADIAN,"1,615 1,822 3,437"
KIOWA,"1,449 1,084 2,533"
WASHITA,"2,623 2,365 4,988"
STATE TOTAL:,"6,470 6,308 12,778"
"","STATE REPRESENTATIVE, DISTRICT 56"
"","General Election — November 2, 2004"
"",JASON PHIL TOTAL
"",GLIDEWELL (D) RICHARDSON (R) VOTES
"===============",================ =======
CADDO,"3,803 2,339 6,142"
CANADIAN,"1,129 3,630 4,759"
GRADY,"539 1,597 2,136"
STATE TOTAL:,"5,471 7,566 13,037"
"","STATE REPRESENTATIVE, DISTRICT 57"
"","General Election — November 2, 2004"
"",JAMES E. JEANIE TOTAL
"",COVEY (D) BRINKLEY (R) VOTES
"",=========== ============== =======
BLAINE,547 291 838
CANADIAN,"895 1,738 2,633"
CUSTER,"6,304 4,098 10,402"
STATE TOTAL:,"7,746 6,127 13,873"
"","STATE REPRESENTATIVE, DISTRICT 58"
"","General Election — November 2, 2004"
"",JIM JEFF TOTAL
"",SLATER (D) HICKMAN (R) VOTES
"",============ ============= =======
ALFALFA,"553 2,048 2,601"
GRANT,61 147 208
MAJOR,"1,404 935 2,339"
WOODS,"1,260 2,769 4,029"
WOODWARD,"1,914 3,605 5,519"
STATE TOTAL:,"5,192 9,504 14,696"
"","STATE REPRESENTATIVE, DISTRICT 59"
"","General Election — November 2, 2004"
"",PAUL ROB TOTAL
"",LAUBACH (D) JOHNSON (R) VOTES
"",============= ============= =======
BLAINE,"2,111 1,413 3,524"
CANADIAN,44 86 130
DEWEY,"1,347 852 2,199"
KINGFISHER,"2,174 3,512 5,686"
MAJOR,"484 783 1,267"
WOODWARD,"666 1,096 1,762"
STATE TOTAL:,"6,826 7,742 14,568"
"","STATE REPRESENTATIVE, DISTRICT 61"
"","General Election — November 2, 2004"
"",ERIC GUS TOTAL
"",BEGLEY (D) BLACKWELL (R) VOTES
"",============ =============== =======
BEAVER,"603 1,930 2,533"
CIMARRON,"391 1,011 1,402"
ELLIS,18 84 102
HARPER,"486 1,134 1,620"
TEXAS,"2,227 4,139 6,366"
WOODWARD,81 142 223
STATE TOTAL:,"3,806 8,440 12,246"
"","STATE REPRESENTATIVE, DISTRICT 64"
"","General Election — November 2, 2004"
"",ROY B. BUTCH ANN TOTAL
"",HOOPER (D) COODY (R) VOTES
"",============== =========== =======
COMANCHE,"4,786 5,047 9,833"
STATE TOTAL:,"4,786 5,047 9,833"
"","STATE REPRESENTATIVE, DISTRICT 65"
"","General Election — November 2, 2004"
"",JOE DEBBIE TOTAL
"",DORMAN (D) THOMPSON (R) VOTES
"",============ ============== =======
CADDO,"1,336 825 2,161"
COMANCHE,"2,117 1,576 3,693"
GRADY,"2,232 1,159 3,391"
STATE TOTAL:,"5,685 3,560 9,245"
"","STATE REPRESENTATIVE, DISTRICT 71"
"","General Election — November 2, 2004"
"",ROY DANIEL S. TOTAL
"",McCLAIN (D) SULLIVAN (R) VOTES
"",============= ============== =======
TULSA,"6,212 8,769 14,981"
STATE TOTAL:,"6,212 8,769 14,981"
"","STATE REPRESENTATIVE, DISTRICT 73"
"","General Election — November 2, 2004"
"",JABAR SHARLA TOTAL
"",SHUMATE (D) WALKER (R) VOTES
"",============= ============ =======
OSAGE,"2,154 426 2,580"
TULSA,"8,048 1,096 9,144"
STATE TOTAL:,"10,202 1,522 11,724"
"","STATE REPRESENTATIVE, DISTRICT 74"
"","General Election — November 2, 2004"
"",CARL JOHN TOTAL
"",WESTON (D) SMALIGO (R) VOTES
"",============ ============= =======
ROGERS,"2,287 5,552 7,839"
TULSA,"2,684 8,220 10,904"
STATE TOTAL:,"4,971 13,772 18,743"
"","STATE REPRESENTATIVE, DISTRICT 78"
"","General Election — November 2, 2004"
"",JEANNIE DAVID J. TOTAL
"",McDANIEL (D) SCHAFFER (R) VOTES
"",============== ============== =======
TULSA,"7,931 7,907 15,838"
STATE TOTAL:,"7,931 7,907 15,838"
"","STATE REPRESENTATIVE, DISTRICT 81"
"","General Election — November 2, 2004"
"",BRYAN D. KEN TOTAL
"",CARLILE (D) MILLER (R) VOTES
"",============= ============ =======
OKLAHOMA,"4,444 12,708 17,152"
STATE TOTAL:,"4,444 12,708 17,152"
"","STATE REPRESENTATIVE, DISTRICT 82"
"","General Election — November 2, 2004"
"",JAMES GUY TOTAL
"",STOVALL (D) LIEBMANN (R) VOTES
"",============= ============== =======
OKLAHOMA,"5,852 13,766 19,618"
STATE TOTAL:,"5,852 13,766 19,618"
"","STATE REPRESENTATIVE, DISTRICT 84"
"","General Election — November 2, 2004"
"",RONALD E. SALLY TOTAL
"",WASSON (D) KERN (R) VOTES
"",============ ========== =======
OKLAHOMA,"4,215 8,815 13,030"
STATE TOTAL:,"4,215 8,815 13,030"
"","STATE REPRESENTATIVE, DISTRICT 85"
"","General Election — November 2, 2004"
"",JENNIFER ODILIA TOTAL
"",SEAL (D) DANK (R) VOTES
"",========== ========== =======
OKLAHOMA,"7,122 10,424 17,546"
STATE TOTAL:,"7,122 10,424 17,546"
"","STATE REPRESENTATIVE, DISTRICT 86"
"","General Election — November 2, 2004"
"",JOHN RUSSELL DON TOTAL
"",AUFFET (D) TURNER (R) VOTES
"============",============= =======
ADAIR,"4,306 2,988 7,294"
CHEROKEE,"1,308 566 1,874"
DELAWARE,"1,623 956 2,579"
STATE TOTAL:,"7,237 4,510 11,747"
"","STATE REPRESENTATIVE, DISTRICT 87"
"","General Election — November 2, 2004"
"",JOHN P. TREBOR TOTAL
"",MORGAN (D) WORTHEN (R) VOTES
"============",============= =======
OKLAHOMA,"6,435 7,428 13,863"
STATE TOTAL:,"6,435 7,428 13,863"
"STATE REPRESENTATIVE, DISTRICT 88"
"General Election — November 2, 2004"
DEBBIE DAVID TOTAL
BLACKBURN (D) LEWIS (R) VOTES
"=============== =========== ======="
"OKLAHOMA 5,806 2,720 8,526"
"STATE TOTAL: 5,806 2,720 8,526"
"STATE REPRESENTATIVE, DISTRICT 91"
"General Election — November 2, 2004"
HOLLIS MIKE TOTAL
HARPER (D) REYNOLDS (R) VOTES
"============ ============== ======="
"CLEVELAND 3,629 10,773 14,402"
"OKLAHOMA 1,146 2,135 3,281"
"STATE TOTAL: 4,775 12,908 17,683"
"STATE REPRESENTATIVE, DISTRICT 92"
"General Election — November 2, 2004"
RICHARD DANIEL RON TOTAL
MORRISSETTE (D) HIGGINS (R) VOTES
"================= ============= ======="
"OKLAHOMA 4,585 4,325 8,910"
"STATE TOTAL: 4,585 4,325 8,910"
"","STATE REPRESENTATIVE, DISTRICT 93"
"","General Election — November 2, 2004"
"",AL JAY TOTAL
"",LINDLEY (D) MEANS (R) VOTES
"",============= =========== =======
OKLAHOMA,"4,613 4,393 9,006"
STATE TOTAL:,"4,613 4,393 9,006"
"","STATE REPRESENTATIVE, DISTRICT 94"
"","General Election — November 2, 2004"
"",LARRY W. KEVIN TOTAL
"",GOOCH (D) CALVEY (R) VOTES
"",=========== ============ =======
OKLAHOMA,"5,007 7,521 12,528"
STATE TOTAL:,"5,007 7,521 12,528"
"","STATE REPRESENTATIVE, DISTRICT 96"
"","General Election — November 2, 2004"
"",LANCE MELANIE TOTAL
"",CARGILL (R) MILLAR (I) VOTES
"",============= ============ =======
OKLAHOMA,"13,192 3,788 16,980"
STATE TOTAL:,"13,192 3,788 16,980"
"","STATE REPRESENTATIVE, DISTRICT 97"
"","General Election — November 2, 2004"
"",MIKE HAROLD TOTAL
"",SHELTON (D) ROBERTS (R) VOTES
"",============= ============= =======
OKLAHOMA,"9,828 4,750 14,578"
STATE TOTAL:,"9,828 4,750 14,578"
"","STATE REPRESENTATIVE, DISTRICT 99"
"","General Election — November 2, 2004"
"",OPIO STEVE TOTAL
"",TOURE (D) SCHMIDT (R) VOTES
"",=========== ============= =======
OKLAHOMA,"8,483 2,498 10,981"
STATE TOTAL:,"8,483 2,498 10,981"
"","STATE REPRESENTATIVE, DISTRICT 100"
"","General Election — November 2, 2004"
"",IVAN MIKE TOTAL
"",HOLMES (D) THOMPSON (R) VOTES
"",============ ============== =======
OKLAHOMA,"4,336 10,094 14,430"
STATE TOTAL:,"4,336 10,094 14,430"
