county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
BLAINE,COUNTY QUESTION,FOR THE PROPOSITION - YES,,60017,4,0,90,94,
BLAINE,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,60017,3,2,48,53,
BLAINE,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",COZETTA JOHNSON,,60017,4,0,26,30,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",CRAIG WRIGHT,,60017,0,2,51,53,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",ELESHA BINGHAM,,60017,0,0,9,9,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",MATTHEW REIBER,,60017,1,0,37,38,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY",TREY CARTER,,60017,2,2,75,79,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY",ERNEST W. ALLEN,,60017,3,0,49,52,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY",JOHN GREGERSON,,60017,1,1,62,64,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY"
BLAINE,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY",TABBITHA KIENER,,60017,4,1,59,64,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY"
BLAINE,PROPOSITION CITY OF GEARY,FOR THE PROPOSITION - YES,,60017,3,0,75,78,
BLAINE,PROPOSITION CITY OF GEARY,AGAINST THE PROPOSITION - NO,,60017,2,2,48,52,
BLAINE,COUNTY QUESTION,FOR THE PROPOSITION - YES,,60020,3,0,21,24,
BLAINE,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,60020,2,0,26,28,
BLAINE,BOARD OF TRUSTEES TOWN OF HYDRO,REX MILLER,,60020,0,0,30,30,
BLAINE,BOARD OF TRUSTEES TOWN OF HYDRO,SHAWN WRIGHT,,60020,0,0,36,36,
BLAINE,BOARD OF TRUSTEES TOWN OF HYDRO,CHRISTOPHER JOHN ELDER,,60020,0,0,16,16,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,LESLIE JIMMY HARRIS,,60020,0,0,1,1,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,TIM BAILEY,,60020,0,0,44,44,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,ERIC S. ENTIN,,60020,0,0,34,34,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,GLORIA ABBOTT,,60020,0,0,11,11,
BLAINE,COUNTY QUESTION,FOR THE PROPOSITION - YES,,60022,0,0,12,12,
BLAINE,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,60022,0,0,3,3,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70003,0,1,9,10,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70003,3,6,71,80,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70003,0,6,53,59,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70003,1,10,75,86,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70003,2,3,54,59,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70004,0,0,8,8,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70004,1,2,72,75,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70004,2,0,19,21,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70004,3,0,52,55,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70004,0,2,45,47,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70005,2,2,15,19,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70005,7,5,81,93,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70005,3,6,59,68,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70005,8,11,110,129,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70005,4,2,44,50,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70008,4,5,16,25,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70008,13,6,105,124,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70008,7,4,47,58,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70008,20,10,109,139,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70008,5,5,56,66,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF ACHILLE,BILLIE HUGHES,,70010,0,0,28,28,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF ACHILLE,LYNN CHAMBERS,,70010,0,0,15,15,
BRYAN,BOARD OF TRUSTEES TOWN OF BENNINGTON,EDDY WALLEY,,70013,0,1,19,20,
BRYAN,BOARD OF TRUSTEES TOWN OF BENNINGTON,IDANEL WRIGHT,,70013,0,0,18,18,
BRYAN,BOARD OF TRUSTEES TOWN OF BENNINGTON,RACHAEL  REYNOLDS,,70013,0,2,34,36,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF BENNINGTON,DEWAINA  HALLECK,,70013,0,2,24,26,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF BENNINGTON,EMILY  HYDE,,70013,0,2,25,27,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF BENNINGTON,CHRISTIE N. LEMONS,,70013,0,0,21,21,
BRYAN,BOARD OF TRUSTEES TOWN OF BOKCHITO,PHILLIP MARK GREEN JR.,,70015,0,0,44,44,
BRYAN,BOARD OF TRUSTEES TOWN OF BOKCHITO,DANNY STEWART,,70015,0,0,26,26,
BRYAN,BOARD OF TRUSTEES TOWN OF BOKCHITO,DALTON JAMES BACON,,70015,0,0,37,37,
BRYAN,BOARD OF TRUSTEES TOWN OF BOKCHITO,CATHEY  WINGO KEIRSEY,,70015,0,0,39,39,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF BOKCHITO,TAYLOR  COLLINS,,70015,0,0,38,38,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF BOKCHITO,JIMMIE W LONG,,70015,0,0,28,28,
BRYAN,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF BOKCHITO,ROZELL TIDWELL,,70015,0,0,26,26,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70017,0,0,0,0,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70017,0,0,0,0,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70017,0,0,0,0,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70017,0,0,0,0,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70017,0,0,0,0,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70018,0,0,0,0,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70018,1,0,0,1,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70018,0,0,0,0,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70018,0,0,0,0,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70018,1,0,0,1,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70019,0,0,1,1,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70019,0,0,7,7,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70019,0,0,1,1,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70019,0,0,7,7,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70019,0,0,2,2,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70021,0,0,2,2,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70021,0,0,3,3,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70021,0,0,8,8,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70021,0,0,10,10,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70021,0,0,3,3,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70026,1,0,5,6,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70026,0,1,32,33,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70026,0,1,19,20,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70026,1,2,38,41,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70026,0,0,17,17,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70027,0,1,17,18,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70027,4,3,59,66,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70027,1,2,54,57,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70027,3,4,81,88,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70027,2,2,48,52,
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEPHEN JONES,,70033,0,2,14,16,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",ODEN MONTGOMERY GRUBE,,70033,0,0,86,86,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT",STEWART J HOFFMAN,,70033,0,5,72,77,"COUNCILMEMBER, WARD NO. 2 CITY OF DURANT"
BRYAN,PROPOSITION CITY OF DURANT,FOR THE PROPOSITION - YES,,70033,0,7,116,123,
BRYAN,PROPOSITION CITY OF DURANT,AGAINST THE PROPOSITION - NO,,70033,1,0,55,56,
CADDO,VICE MAYOR CITY OF ANADARKO,PATRICK MICHAEL HAYES,,80012,1,0,3,4,
CADDO,VICE MAYOR CITY OF ANADARKO,TANNER  SALYER,,80012,1,0,7,8,
CADDO,VICE MAYOR CITY OF ANADARKO,PATRICK MICHAEL HAYES,,80022,1,0,3,4,
CADDO,VICE MAYOR CITY OF ANADARKO,TANNER  SALYER,,80022,0,2,4,6,
CADDO,VICE MAYOR CITY OF ANADARKO,PATRICK MICHAEL HAYES,,80031,0,0,5,5,
CADDO,VICE MAYOR CITY OF ANADARKO,TANNER  SALYER,,80031,1,8,29,38,
CADDO,COUNCILMEMBER WARD 3 CITY OF ANADARKO,KELLEY R. McGLOTHLIN,,80031,1,7,29,37,COUNCILMEMBER WARD 3 CITY OF ANADARKO
CADDO,COUNCILMEMBER WARD 3 CITY OF ANADARKO,JOHN STARR DAMERON,,80031,0,0,5,5,COUNCILMEMBER WARD 3 CITY OF ANADARKO
CADDO,VICE MAYOR CITY OF ANADARKO,PATRICK MICHAEL HAYES,,80041,0,0,4,4,
CADDO,VICE MAYOR CITY OF ANADARKO,TANNER  SALYER,,80041,2,3,10,15,
CADDO,VICE MAYOR CITY OF ANADARKO,PATRICK MICHAEL HAYES,,80051,1,0,13,14,
CADDO,VICE MAYOR CITY OF ANADARKO,TANNER  SALYER,,80051,8,19,74,101,
CADDO,COUNCILMEMBER WARD 3 CITY OF ANADARKO,KELLEY R. McGLOTHLIN,,80051,3,0,7,10,COUNCILMEMBER WARD 3 CITY OF ANADARKO
CADDO,COUNCILMEMBER WARD 3 CITY OF ANADARKO,JOHN STARR DAMERON,,80051,1,0,2,3,COUNCILMEMBER WARD 3 CITY OF ANADARKO
CADDO,BOARD OF TRUSTEES TOWN OF CEMENT,SHERRY C PRATHER,,80509,0,0,21,21,
CADDO,BOARD OF TRUSTEES TOWN OF CEMENT,KATHY S HARRIS,,80509,0,0,30,30,
CADDO,BOARD OF TRUSTEES TOWN OF CEMENT,DAVENE BAZHAW,,80509,0,0,27,27,
CADDO,BOARD OF TRUSTEES TOWN OF CEMENT,MARY JACKSON,,80509,0,0,36,36,
CADDO,BOARD OF TRUSTEES TOWN OF CYRIL,KATHY CASTRO,,80510,2,2,87,91,
CADDO,BOARD OF TRUSTEES TOWN OF CYRIL,GREG WHALEN,,80510,0,1,57,58,
CADDO,BOARD OF TRUSTEES TOWN OF CYRIL,ASIA CLARK,,80510,2,1,65,68,
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,ALESE SAVAGE,,80810,0,0,1,1,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,DONITA SETTLE,,80810,0,0,18,18,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,ALESE SAVAGE,,80811,0,0,7,7,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,DONITA SETTLE,,80811,0,4,38,42,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,ALESE SAVAGE,,81009,0,0,2,2,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,DONITA SETTLE,,81009,0,1,1,2,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,ALESE SAVAGE,,81010,0,0,0,0,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS,DONITA SETTLE,,81010,0,0,0,0,OFFICE NO. 2 GRACEMONT PUBLIC SCHOOLS
CADDO,BOARD OF TRUSTEES TOWN OF HYDRO,REX MILLER,,81213,1,0,35,36,
CADDO,BOARD OF TRUSTEES TOWN OF HYDRO,SHAWN WRIGHT,,81213,3,0,52,55,
CADDO,BOARD OF TRUSTEES TOWN OF HYDRO,CHRISTOPHER JOHN ELDER,,81213,2,0,31,33,
CADDO,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,LESLIE JIMMY HARRIS,,81213,0,0,8,8,
CADDO,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,TIM BAILEY,,81213,3,0,50,53,
CADDO,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,ERIC S. ENTIN,,81213,3,0,40,43,
CADDO,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HYDRO,GLORIA ABBOTT,,81213,0,0,21,21,
CANADIAN,COUNCILMEMBER WARD 6 CITY OF MUSTANG,JESS M. SCHWEINBERG,,90300,3,0,73,76,COUNCILMEMBER WARD 6 CITY OF MUSTANG
CANADIAN,COUNCILMEMBER WARD 6 CITY OF MUSTANG,DON MOUNT,,90300,6,0,15,21,COUNCILMEMBER WARD 6 CITY OF MUSTANG
CANADIAN,COUNCILMEMBER WARD 6 CITY OF MUSTANG,JESS M. SCHWEINBERG,,90302,0,0,5,5,COUNCILMEMBER WARD 6 CITY OF MUSTANG
CANADIAN,COUNCILMEMBER WARD 6 CITY OF MUSTANG,DON MOUNT,,90302,0,0,5,5,COUNCILMEMBER WARD 6 CITY OF MUSTANG
CANADIAN,COUNCILMEMBER WARD 6 CITY OF MUSTANG,JESS M. SCHWEINBERG,,90303,0,0,4,4,COUNCILMEMBER WARD 6 CITY OF MUSTANG
CANADIAN,COUNCILMEMBER WARD 6 CITY OF MUSTANG,DON MOUNT,,90303,0,0,0,0,COUNCILMEMBER WARD 6 CITY OF MUSTANG
CANADIAN,TOWN CLERK-TREASURER TOWN OF UNION CITY,SUSAN ELAINE McCOLLUM,,90400,1,0,76,77,
CANADIAN,TOWN CLERK-TREASURER TOWN OF UNION CITY,BRITTANY VICKERS,,90400,0,0,30,30,
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",COZETTA JOHNSON,,90404,0,0,1,1,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",CRAIG WRIGHT,,90404,0,0,5,5,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",ELESHA BINGHAM,,90404,0,0,3,3,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",MATTHEW REIBER,,90404,0,0,2,2,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY",TREY CARTER,,90404,0,0,5,5,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY",ERNEST W. ALLEN,,90404,0,0,6,6,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY",JOHN GREGERSON,,90404,0,0,3,3,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY",TABBITHA KIENER,,90404,0,0,8,8,"COUNCILMEMBER, WARD NO. 1 (UNEXPIRED TERM) CITY OF GEARY"
CANADIAN,PROPOSITION CITY OF GEARY,FOR THE PROPOSITION - YES,,90404,0,0,0,0,
CANADIAN,PROPOSITION CITY OF GEARY,AGAINST THE PROPOSITION - NO,,90404,0,0,12,12,
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",COZETTA JOHNSON,,90406,0,0,1,1,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",CRAIG WRIGHT,,90406,0,0,2,2,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",ELESHA BINGHAM,,90406,0,0,0,0,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY",MATTHEW REIBER,,90406,0,0,2,2,"COUNCILMEMBER, WARD NO. 2 CITY OF GEARY"
CANADIAN,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY",TREY CARTER,,90406,0,0,2,2,"COUNCILMEMBER, WARD NO. 4 CITY OF GEARY"
